Segment,Mapping,Annual_Salary,Gender,Education,Living_Region,Age,Online_Consumer,Online_Service_Preference,AI_Endorsement,AI_Privacy_No_Trust ,AI_Enhance_Experience,AI_Satisfication,AI_Tools_Used _Chatbots,AI_Tools_Used_Virtual_Assistant,AI_Tools_Used_Voice&Photo_Search,Number of AI Tools Used,Payment_Method_Credit/Debit,Payment_Method_COD,Payment_Method_Ewallet,Number of Payment Methods Used,Product_Category_Appliances,Product_Category_Electronics,Product_Category_Groceries,Product_Category_Personal_Care,Product_Category_Clothing,Review Rating,Frequency of Purchases (Days),Previous Purchases,Purchase Amount,AI_Tools Applied,Item Purchased,Category,Size,Color,Season,Shipping Type,Frequency of Purchases
Male_Gen Z_Rural Areas_Medium,Male_Gen Z,Medium,Male,Highschool Graduate,Rural Areas,Gen Z,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,90,5,97,Yes,Blouse,Clothing,L,Green,Spring,Express,Quarterly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,1,0,1,0,0,1,1,1,3,0,1,1,2,0,0,0,0,1,4.5,14,5,68,Yes,Jeans,Clothing,L,Indigo,Winter,Express,Bi-Weekly
Male_Gen Z_Metropolitan_Low,Male_Gen Z,Low,Male,University Graduate,Metropolitan,Gen Z,1,0,0,1,0,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3.1,14,48,63,Yes,Backpack,Accessories,M,Lavender,Winter,Free Shipping,Bi-Weekly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,3.1,14,46,67,Yes,Sneakers,Footwear,L,Olive,Winter,Next Day Air,Fortnightly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,0,1,1,2,1,1,1,3,0,1,0,1,1,3.9,7,46,29,Yes,Skirt,Clothing,L,Indigo,Summer,Standard,Weekly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,0,1,1,1,1,1,0,0,1,0,1,1,2,0,1,0,0,1,4.5,360,3,47,Yes,Sunglasses,Accessories,L,Turquoise,Fall,Next Day Air,Annually
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,0,1,1,2,1,0,0,1,1,1,0,0,1,2.9,90,8,45,Yes,T-shirt,Clothing,S,Magenta,Spring,Store Pickup,Quarterly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,0,1,1,1,1,1,1,1,3,1,0,1,2,0,1,0,0,1,4.4,90,6,68,Yes,Hat,Accessories,XL,Magenta,Summer,Store Pickup,Quarterly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,0,0,1,3.1,90,18,26,Yes,Blouse,Clothing,M,Blue,Spring,2-Day Shipping,Every 3 Months
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,0,0,1,3.9,14,24,90,Yes,Skirt,Clothing,M,Teal,Winter,Standard,Bi-Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,1,1,1,3,1,0,0,1,0,1,0,0,1,3.2,90,47,76,Yes,Jeans,Clothing,M,Peach,Winter,Store Pickup,Quarterly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,4.7,14,19,48,Yes,Backpack,Accessories,XL,Red,Summer,Store Pickup,Bi-Weekly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,0,1,1,1,1,1,3,1,1,1,3,1,1,0,1,1,2.7,360,48,40,Yes,Scarf,Accessories,M,Olive,Fall,2-Day Shipping,Annually
Male_Millennials_Rural Areas_Low,Male_Millennials,Low,Male,University Graduate,Rural Areas,Millennials,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,4.5,30,7,67,Yes,Hat,Accessories,L,Charcoal,Spring,Next Day Air,Monthly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,1,0,1,2,1,1,1,1,1,3.4,360,40,70,Yes,Shirt,Clothing,M,Orange,Fall,2-Day Shipping,Annually
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,1,0,0,1,0,1,1,1,1,2.9,14,38,60,Yes,Pants,Clothing,M,Peach,Winter,2-Day Shipping,Bi-Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,0,1,1,1,1,0,1,1,2,1,1,0,2,0,1,1,1,1,4.5,7,15,57,Yes,Hoodie,Clothing,M,Green,Summer,Standard,Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,0,1,0,1,1,1,1,0,2,1,0,0,1,1,1,1,1,1,4.3,30,30,37,Yes,Sneakers,Footwear,S,Gold,Fall,Free Shipping,Monthly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,0,2,1,1,0,2,0,0,0,1,1,4.4,14,8,78,Yes,Sneakers,Footwear,L,Black,Summer,Standard,Bi-Weekly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,3.8,360,27,37,Yes,Sandals,Footwear,L,Teal,Summer,Express,Annually
Male_Millennials_Rural Areas_High,Male_Millennials,High,Male,Doctorate Degree,Rural Areas,Millennials,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,36,97,Yes,Shoes,Footwear,M,Violet,Summer,Standard,Fortnightly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,Masters? Degree,Metropolitan,Millennials,1,0,1,1,1,1,1,1,1,3,1,0,1,2,0,0,0,0,1,3.5,90,18,66,Yes,T-shirt,Clothing,M,Purple,Summer,Free Shipping,Quarterly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3.3,14,28,76,Yes,Jeans,Clothing,M,Green,Spring,2-Day Shipping,Fortnightly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,0,1,1,1,1,1,1,1,3,1,0,1,2,0,0,0,0,1,3,14,31,61,Yes,Hoodie,Clothing,L,Cyan,Fall,Standard,Bi-Weekly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,0,0,0,1,1,0,2,0,0,0,0,1,4.8,14,11,80,Yes,Sunglasses,Accessories,M,Purple,Summer,Next Day Air,Bi-Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2.6,7,16,97,Yes,Gloves,Accessories,S,Turquoise,Fall,Free Shipping,Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,0,0,1,1,0,1,1,2,1,1,0,1,1,4,90,8,41,Yes,Sandals,Footwear,L,Magenta,Fall,Standard,Quarterly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,2.8,14,31,98,Yes,Shorts,Clothing,M,Violet,Fall,Next Day Air,Fortnightly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,0,1,1,2,1,1,0,0,0,4.6,14,14,32,Yes,Belt,Accessories,S,Lavender,Spring,Standard,Bi-Weekly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,1,0,0,0,2.8,30,19,43,Yes,Pants,Clothing,M,Green,Spring,Free Shipping,Monthly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,1,1,1,3,1,0,1,2,0,1,0,0,1,3.5,30,1,73,Yes,Backpack,Accessories,L,Gold,Summer,Express,Monthly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,0,0,1,1,1,1,3,0,1,0,0,1,4.5,14,18,69,Yes,Handbag,Accessories,M,Magenta,Winter,Store Pickup,Fortnightly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,0,1,1,1,0,1,2,1,0,1,2,1,1,0,1,1,4.4,90,31,98,Yes,Jewelry,Accessories,M,Purple,Winter,Standard,Every 3 Months
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,0,1,1,1,1,1,1,1,3,1,1,1,3,0,1,0,1,0,4.2,14,13,23,Yes,Gloves,Accessories,M,Blue,Summer,Free Shipping,Bi-Weekly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,0,1,0,4.1,7,43,67,Yes,Gloves,Accessories,S,Magenta,Spring,2-Day Shipping,Weekly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,1,0,0,0,2.9,30,14,95,Yes,Shorts,Clothing,M,Red,Winter,Next Day Air,Monthly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,1,0,1,2,0,1,0,0,0,4.5,14,11,88,Yes,Jewelry,Accessories,L,Silver,Winter,Next Day Air,Fortnightly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Metropolitan,Millennials,1,0,1,1,1,1,1,1,0,2,1,0,1,2,0,1,0,0,0,2.5,30,39,41,Yes,Belt,Accessories,L,Red,Spring,Next Day Air,Monthly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,0,1,1,1,1,0,0,0,0,1,0,1,2,0,1,0,0,0,3.6,90,30,23,Yes,Coat,Outerwear,S,Orange,Summer,Store Pickup,Every 3 Months
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,0,2,1,0,0,1,0,1,0,0,0,3.7,90,44,37,Yes,Dress,Clothing,M,Red,Winter,2-Day Shipping,Every 3 Months
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,0,1,1,1,1,1,0,1,2,1,0,0,1,0,1,0,0,0,3.9,7,35,24,Yes,Skirt,Clothing,S,Peach,Winter,Next Day Air,Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,0,1,1,2,1,1,0,2,1,1,1,0,1,3.6,7,4,35,Yes,Shorts,Clothing,M,Blue,Summer,Store Pickup,Weekly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,1,1,2,1,1,0,2,1,1,0,0,1,3.3,30,5,74,Yes,Shoes,Footwear,L,Violet,Spring,Free Shipping,Monthly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,0,1,1,2,1,0,1,2,1,1,0,0,0,4.4,7,14,66,Yes,Sweater,Clothing,XL,Brown,Spring,Standard,Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,1,0,0,0,3,14,36,29,Yes,Shirt,Clothing,M,Green,Winter,Store Pickup,Bi-Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,1,0,2,1,0,1,2,0,0,1,0,0,4.8,14,3,39,Yes,Handbag,Accessories,XL,Yellow,Summer,Express,Bi-Weekly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,0,1,2,1,0,0,1,0,0,1,0,0,4.4,7,24,98,Yes,Hat,Accessories,M,Teal,Spring,Store Pickup,Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,1,0,1,1,1,1,3,0,1,1,1,1,3.2,90,3,32,Yes,Gloves,Accessories,M,Orange,Winter,Free Shipping,Every 3 Months
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,1,0,1,1,0,1,2,1,1,0,1,1,4.8,90,1,26,Yes,Sweater,Clothing,L,Lavender,Spring,2-Day Shipping,Quarterly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,1,0,0,1,0,0,1,1,0,2.6,7,30,88,Yes,Backpack,Accessories,L,Violet,Winter,Store Pickup,Weekly
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,University Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,3.5,90,31,69,Yes,Sunglasses,Accessories,M,Olive,Fall,Store Pickup,Quarterly
Male_Millennials_Rural Areas_High,Male_Millennials,High,Male,University Graduate,Rural Areas,Millennials,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3.1,14,27,78,Yes,Coat,Outerwear,XL,Green,Fall,2-Day Shipping,Bi-Weekly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,1,1,1,4.2,90,48,86,Yes,Socks,Clothing,S,Maroon,Fall,Express,Every 3 Months
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,1,1,0,2,0,0,1,1,1,1,1,1,1,4.6,90,38,72,Yes,Gloves,Accessories,L,Teal,Spring,Free Shipping,Every 3 Months
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,0,0,0,0,1,0,1,2,0,1,0,1,0,3.7,90,12,78,Yes,Jeans,Clothing,M,Pink,Winter,Next Day Air,Every 3 Months
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,1,0,2,0,1,1,2,1,1,1,1,1,2.6,14,14,84,Yes,Hat,Accessories,L,Indigo,Winter,Express,Bi-Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2.9,360,23,50,Yes,Socks,Clothing,M,Yellow,Summer,Store Pickup,Annually
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,1,1,1,3,1,1,0,2,1,1,1,1,1,3.8,90,48,39,Yes,Socks,Clothing,M,Violet,Spring,2-Day Shipping,Every 3 Months
Male_Millennials_Rural Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Rural Areas,Millennials,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,3.4,7,46,91,Yes,Shirt,Clothing,M,Gray,Spring,Express,Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,0,1,1,2,0,1,1,2,1,1,1,0,1,2.9,90,42,99,Yes,Shirt,Clothing,XL,Cyan,Spring,2-Day Shipping,Quarterly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.4,14,26,64,Yes,Sunglasses,Accessories,L,Green,Spring,Standard,Fortnightly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Doctorate Degree,Metropolitan,Millennials,1,1,1,0,1,1,1,1,1,3,0,1,0,1,1,1,1,1,1,4.9,90,32,91,Yes,Sandals,Footwear,L,Maroon,Summer,Standard,Quarterly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Doctorate Degree,Metropolitan,Millennials,1,1,1,1,1,1,0,1,1,2,0,1,0,1,1,1,1,1,1,3.6,14,33,22,Yes,Gloves,Accessories,M,Purple,Spring,2-Day Shipping,Bi-Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,4.8,30,39,46,Yes,Belt,Accessories,M,Magenta,Fall,Standard,Monthly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,0,0,0,1,1,0,1,1,2,1,0,1,1,1,3.1,90,49,33,Yes,Scarf,Accessories,L,Violet,Summer,Next Day Air,Every 3 Months
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,0,1,1,1,3,1,1,1,3,1,0,0,0,1,2.7,14,50,36,Yes,Jewelry,Accessories,S,Red,Winter,Next Day Air,Bi-Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,4.8,30,44,62,Yes,Boots,Footwear,L,Brown,Winter,Store Pickup,Monthly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,1,1,2,0,0,0,0,1,1,1,0,1,4.5,14,8,81,Yes,Belt,Accessories,M,Olive,Spring,Store Pickup,Bi-Weekly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Suburban Areas,Millennials,1,0,1,1,1,1,0,1,1,2,1,0,0,1,1,0,0,1,1,3,14,14,81,Yes,Pants,Clothing,S,Indigo,Summer,Free Shipping,Fortnightly
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,Doctorate Degree,Suburban Areas,Millennials,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,3.6,14,42,23,Yes,Belt,Accessories,L,Teal,Fall,2-Day Shipping,Bi-Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,0,1,0,0,0,0,0,1,0,1,2,1,1,1,1,1,2.7,90,9,69,Yes,Pants,Clothing,M,Lavender,Winter,Next Day Air,Quarterly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,0,1,0,1,1,1,1,0,2,0,0,1,1,1,1,1,0,1,4.5,14,3,51,Yes,Socks,Clothing,M,Black,Summer,Store Pickup,Bi-Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,1,1,1,1,1,3,0,0,1,1,1,1,0,1,1,2.7,7,50,59,Yes,Backpack,Accessories,M,White,Summer,2-Day Shipping,Weekly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,1,1,0,2,1,1,1,3,1,1,1,1,1,4.6,14,22,31,Yes,Belt,Accessories,M,Indigo,Winter,2-Day Shipping,Fortnightly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Highschool Graduate,Metropolitan,Millennials,1,1,1,1,1,0,1,1,0,2,0,0,1,1,0,1,1,1,0,4.9,14,10,68,Yes,Shorts,Clothing,S,Olive,Winter,Store Pickup,Fortnightly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Doctorate Degree,Metropolitan,Millennials,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,3.8,14,31,21,Yes,Sneakers,Footwear,S,Magenta,Spring,Free Shipping,Fortnightly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,0,1,1,0,1,0,1,1,1,0,2,1,1,1,0,1,4.7,7,42,58,Yes,Backpack,Accessories,M,Orange,Fall,2-Day Shipping,Weekly
Male_Millennials_Rural Areas_High,Male_Millennials,High,Male,University Graduate,Rural Areas,Millennials,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,2.7,90,25,48,Yes,Coat,Outerwear,M,Beige,Fall,Store Pickup,Quarterly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,0,1,1,2,1,0,1,2,1,1,0,0,0,4.3,360,42,85,Yes,Shirt,Clothing,S,Brown,Summer,Express,Annually
Male_Millennials_Rural Areas_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Rural Areas,Millennials,1,0,1,1,1,1,1,0,0,1,1,1,1,3,0,1,0,0,0,4.4,90,11,93,Yes,Handbag,Accessories,L,Peach,Fall,Store Pickup,Every 3 Months
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,3.7,14,34,62,Yes,T-shirt,Clothing,M,Lavender,Winter,2-Day Shipping,Bi-Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3.3,90,17,24,Yes,Pants,Clothing,M,Purple,Summer,Store Pickup,Every 3 Months
Male_Millennials_Rural Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Rural Areas,Millennials,1,1,1,1,1,1,1,1,0,2,1,0,0,1,1,1,1,1,1,3.3,14,31,63,Yes,Dress,Clothing,S,Maroon,Fall,Express,Fortnightly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,1,1,0,2,1,0,1,2,1,1,0,0,1,3.6,90,47,77,Yes,Shoes,Footwear,M,Silver,Summer,Next Day Air,Quarterly
Male_Millennials_Suburban Areas_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,0,1,1,2,1,0,0,1,1,1,1,0,1,3.8,90,24,59,Yes,Shirt,Clothing,XL,Purple,Winter,2-Day Shipping,Every 3 Months
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,3.7,90,15,67,Yes,Shorts,Clothing,XL,Peach,Summer,Next Day Air,Every 3 Months
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,0,1,2,1,1,0,2,1,1,0,1,1,3.6,14,9,29,Yes,Jewelry,Accessories,M,Olive,Spring,Express,Bi-Weekly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Suburban Areas,Millennials,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,3,14,12,44,Yes,Scarf,Accessories,L,Indigo,Winter,Store Pickup,Fortnightly
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,University Graduate,Suburban Areas,Millennials,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,3,14,27,84,Yes,Hat,Accessories,L,Teal,Spring,Next Day Air,Bi-Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,1,0,2,1,0,1,2,1,1,1,1,1,2.7,14,19,77,Yes,Socks,Clothing,L,Yellow,Fall,Standard,Fortnightly
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,University Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,0,1,1,2,1,1,0,2,1,1,1,1,1,3,14,39,76,Yes,Gloves,Accessories,XL,Silver,Fall,Free Shipping,Fortnightly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,0,0,1,1,0,1,2,0,1,1,1,1,4,7,37,58,Yes,Hat,Accessories,S,Peach,Fall,2-Day Shipping,Weekly
Male_Millennials_Suburban Areas_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3.2,14,13,88,Yes,Belt,Accessories,M,Maroon,Winter,2-Day Shipping,Bi-Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,3.8,90,5,81,Yes,Jacket,Outerwear,M,Blue,Fall,Free Shipping,Every 3 Months
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,1,1,0,1,0,1,1,0,1,2,0,0,1,1,1,4.1,14,38,68,Yes,Hat,Accessories,M,Peach,Fall,Standard,Fortnightly
Male_Millennials_Rural Areas_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Rural Areas,Millennials,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,4.4,90,39,78,Yes,Pants,Clothing,L,White,Winter,2-Day Shipping,Every 3 Months
Male_Millennials_Suburban Areas_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Suburban Areas,Millennials,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,2.8,7,50,60,Yes,Sneakers,Footwear,M,Olive,Fall,Standard,Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,0,2,1,0,0,1,0,0,0,1,0,2.9,14,20,65,Yes,Handbag,Accessories,M,Charcoal,Fall,Standard,Bi-Weekly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,2.8,90,28,31,Yes,Coat,Outerwear,L,Maroon,Summer,2-Day Shipping,Quarterly
